"Name","ID","Chr","Loc","Type"
"AGO1","26523","1","1p34.3","protein-coding"
"AGO3","192669","1","1p34.3","protein-coding"
"TEKT2","27285","1","1p34.3","protein-coding"
"ADPRS","54936","1","1p34.3","protein-coding"
"COL8A2","1296","1","1p34.3","protein-coding"
"MAP7D1","55700","1","1p34.3","protein-coding"
"TRAPPC3","27095","1","1p34.3","protein-coding"
"THRAP3","9967","1","1p34.3","protein-coding"
"SH3D21","79729","1","1p34.3","protein-coding"
"EVA1B","55194","1","1p34.3","protein-coding"
"STK40","83931","1","1p34.3","protein-coding"
"LSM10","84967","1","1p34.3","protein-coding"
"OSCP1","127700","1","1p34.3","protein-coding"
"MRPS15","64960","1","1p34.3","protein-coding"
"CSF3R","1441","1","1p34.3","protein-coding"
"GRIK3","2899","1","1p34.3","protein-coding"
"MIR4255","100422898","1","1p34.3","ncRNA"
"ZC3H12A-DT","728431","1","1p34.3","ncRNA"
"ZC3H12A","80149","1","1p34.3","protein-coding"
"MIR6732","102465438","1","1p34.3","ncRNA"
"MIR5581","100847010","1","1p34.3","ncRNA"
"MEAF6","64769","1","1p34.3","protein-coding"
"SNIP1","79753","1","1p34.3","protein-coding"
"DNALI1","7802","1","1p34.3","protein-coding"
"GNL2","29889","1","1p34.3","protein-coding"
"RSPO1","284654","1","1p34.3","protein-coding"
"C1orf109","54955","1","1p34.3","protein-coding"
"CDCA8","55143","1","1p34.3","protein-coding"
"EPHA10","284656","1","1p34.3","protein-coding"
"MANEAL","149175","1","1p34.3","protein-coding"
"C1orf122","127687","1","1p34.3","protein-coding"
"YRDC","79693","1","1p34.3","protein-coding"
"MTF1","4520","1","1p34.3","protein-coding"
"INPP5B","3633","1","1p34.3","protein-coding"
"SF3A3","10946","1","1p34.3","protein-coding"
"FHL3","2275","1","1p34.3","protein-coding"
"UTP11","51118","1","1p34.3","protein-coding"
"POU3F1","5453","1","1p34.3","protein-coding"
"MIR3659","100500801","1","1p34.3","ncRNA"
"LINC01343","339442","1","1p34.3","ncRNA"
"LOC105378663","105378663","1","1p34.3","ncRNA"
"MYCBP","26292","1","1p34.3","protein-coding"
"GJA9-MYCBP","100527950","1","1p34.3","ncRNA"
"RHBDL2","54933","1","1p34.3","protein-coding"
"AKIRIN1","79647","1","1p34.3","protein-coding"
"NDUFS5","4725","1","1p34.3","protein-coding"
"MACF1","23499","1","1p34.3","protein-coding"
"NULL","643314","NULL","NULL","NULL"
"BMP8A","353500","1","1p34.3","protein-coding"
"PPIEL","728448","1","1p34.3","pseudo"
"PABPC4-AS1","101929516","1","1p34.3","ncRNA"
"SNORA55","677834","1","1p34.3","snoRNA"
"PABPC4","8761","1","1p34.3","protein-coding"
"HEYL","26508","1","1p34.2","protein-coding"
"NT5C1A","84618","1","1p34.2","protein-coding"
"HPCAL4","51440","1","1p34.2","protein-coding"
"PPIE","10450","1","1p34.2","protein-coding"
"OXCT2","64064","1","1p34.2","protein-coding"
"BMP8B","656","1","1p34.2","protein-coding"
"TRIT1","54802","1","1p34.2","protein-coding"
"MYCL","4610","1","1p34.2","protein-coding"
"MFSD2A","84879","1","1p34.2","protein-coding"
"CAP1","10487","1","1p34.2","protein-coding"
"PPT1","5538","1","1p34.2","protein-coding"
"RLF","6018","1","1p34.2","protein-coding"
"TMCO2","127391","1","1p34.2","protein-coding"
"ZMPSTE24","10269","1","1p34.2","protein-coding"
"COL9A2","1298","1","1p34.2","protein-coding"
"SMAP2","64744","1","1p34.2","protein-coding"
"ZFP69B","65243","1","1p34.2","protein-coding"
"ZFP69","339559","1","1p34.2","protein-coding"
"EXO5","64789","1","1p34.2","protein-coding"
"ZNF684","127396","1","1p34.2","protein-coding"
"RIMS3","9783","1","1p34.2","protein-coding"
"NFYC","4802","1","1p34.2","protein-coding"
"NFYC-AS1","100130557","1","1p34.2","ncRNA"
"MIR30E","407034","1","1p34.2","ncRNA"
"MIR30C1","407031","1","1p34.2","ncRNA"
"KCNQ4","9132","1","1p34.2","protein-coding"
"CITED4","163732","1","c(""1p34.2"", ""1p35-p34"")","protein-coding"
"CTPS1","1503","1","1p34.2","protein-coding"
"SLFNL1-AS1","100507178","1","1p34.2","ncRNA"
"SLFNL1","200172","1","1p34.2","protein-coding"
"SCMH1","22955","1","1p34.2","protein-coding"
"FOXO6","100132074","1","1p34.2","protein-coding"
"EDN2","1907","1","1p34.2","protein-coding"
"HIVEP3","59269","1","1p34.2","protein-coding"
"GUCA2B","2981","1","1p34.2","protein-coding"
"GUCA2A","2980","1","1p34.2","protein-coding"
"FOXJ3","22887","1","1p34.2","protein-coding"
"RIMKLA","284716","1","1p34.2","protein-coding"
"PPCS","79717","1","1p34.2","protein-coding"
"ZMYND12","84217","1","1p34.2","protein-coding"
"CCDC30","728621","1","1p34.2","protein-coding"
"PPIH","10465","1","1p34.2","protein-coding"
"YBX1","4904","1","1p34.2","protein-coding"
"CLDN19","149461","1","1p34.2","protein-coding"
"P3H1","64175","1","1p34.2","protein-coding"
"C1orf50","79078","1","1p34.2","protein-coding"
"TMEM269","100129924","1","1p34.2","protein-coding"
"ERMAP","114625","1","1p34.2","protein-coding"
"SVBP","374969","1","1p34.2","protein-coding"
"ZNF691","51058","1","1p34.2","protein-coding"
"SLC2A1-DT","440584","1","1p34.2","ncRNA"
"SLC2A1","6513","1","1p34.2","protein-coding"
"CFAP144","440585","1","1p34.2","protein-coding"
"CFAP57","149465","1","1p34.2","protein-coding"
"TMEM125","128218","1","1p34.2","protein-coding"
"EBNA1BP2","10969","1","1p34.2","protein-coding"
"C1orf210","149466","1","1p34.2","protein-coding"
"TIE1","7075","1","1p34.2","protein-coding"
"MPL","4352","1","1p34.2","protein-coding"
"CDC20","991","1","1p34.2","protein-coding"
"ELOVL1","64834","1","1p34.2","protein-coding"
"MED8","112950","1","1p34.2","protein-coding"
"SZT2","23334","1","1p34.2","protein-coding"
"MIR6735","102465440","1","1p34.2","ncRNA"
"HYI","81888","1","1p34.2","protein-coding"
"PTPRF","5792","1","1p34.2","protein-coding"
"KDM4A","9682","1","1p34.2-p34.1","protein-coding"
"ST3GAL3","6487","1","1p34.1","protein-coding"
"KDM4A-AS1","100132774","1","1p34.2-p34.1","ncRNA"
"ST3GAL3-AS1","101929592","1","1p34.1","ncRNA"
"ARTN","9048","1","1p34.1","protein-coding"
"IPO13","9670","1","1p34.1","protein-coding"
"DPH2","1802","1","1p34.1","protein-coding"
"ATP6V0B","533","1","1p34.1","protein-coding"
"B4GALT2","8704","1","1p34.1","protein-coding"
"CCDC24","149473","1","1p34.1","protein-coding"
"SLC6A9","6536","1","1p34.1","protein-coding"
"DMAP1","55929","1","1p34.1","protein-coding"
"ERI3-IT1","100874278","1","1p34.1","ncRNA"
"ERI3","79033","1","1p34.1","protein-coding"
"RNF220","55182","1","1p34.1","protein-coding"
"MIR5584","100847089","1","1p34.1","ncRNA"
"TMEM53","79639","1","1p34.1","protein-coding"
"ARMH1","339541","1","1p34.1","protein-coding"
"RNU5F-1","26828","1","1p34.1","snRNA"
"RNU5D-1","26830","1","1p34.1","snRNA"
"KIF2C","11004","1","1p34.1","protein-coding"
"RPS8","6202","1","1p34.1","protein-coding"
"SNORD55","26811","1","1p34.1","snoRNA"
"SNORD46","94161","1","1p34.1","snoRNA"
"SNORD38A","94162","1","1p34.1","snoRNA"
"SNORD38B","94163","1","1p34.1","snoRNA"
"BEST4","266675","1","1p34.1","protein-coding"
"PLK3","1263","1","1p34.1","protein-coding"
"BTBD19","149478","1","1p34.1","protein-coding"
"PTCH2","8643","1","1p34.1","protein-coding"
"EIF2B3","8891","1","1p34.1","protein-coding"
"HECTD3","79654","1","1p34.1","protein-coding"
"UROD","7389","1","1p34.1","protein-coding"
"LINC01144","400752","1","1p34.1","ncRNA"
"HPDL","84842","1","1p34.1","protein-coding"
"TOE1","114034","1","1p34.1","protein-coding"
"MUTYH","4595","1","1p34.1","protein-coding"
"TESK2","10420","1","1p34.1","protein-coding"
"MMACHC","25974","1","1p34.1","protein-coding"
"CCDC163","126661","1","1p34.1","protein-coding"
"PRDX1","5052","1","1p34.1","protein-coding"
"AKR1A1","10327","1","1p34.1","protein-coding"
"NASP","4678","1","1p34.1","protein-coding"
"CCDC17","149483","1","1p34.1","protein-coding"
"TMEM69","51249","1","1p34.1","protein-coding"
"GPBP1L1","60313","1","1p34.1","protein-coding"
"IPP","3652","1","1p34.1","protein-coding"
"MAST2","23139","1","1p34.1","protein-coding"
"LOC101929626","101929626","1","1p34.1","ncRNA"
"TSPAN1","10103","1","1p34.1","protein-coding"
"PIK3R3","8503","1","1p34.1","protein-coding"
"LURAP1","541468","1","1p34.1","protein-coding"
"POMGNT1","55624","1","1p34.1","protein-coding"
"RAD54L","8438","1","1p34.1","protein-coding"
"LRRC41","10489","1","1p34.1-p33","protein-coding"
"UQCRH","7388","1","1p33","protein-coding"
"NSUN4","387338","1","1p33","protein-coding"
"FAAH","2166","1","1p33","protein-coding"
"LINC01398","101929651","1","1p33","ncRNA"
"DMBX1","127343","1","1p33","protein-coding"
"MKNK1-AS1","100507423","1","1p33","ncRNA"
"KNCN","148930","1","1p33","protein-coding"
"MKNK1","8569","1","1p33","protein-coding"
"MOB3C","148932","1","1p33","protein-coding"
"TEX38","374973","1","1p33","protein-coding"
"EFCAB14-AS1","100130197","1","1p33","ncRNA"
"EFCAB14","9813","1","1p33","protein-coding"
"CYP4B1","1580","1","1p33","protein-coding"
"CYP4A11","1579","1","1p33","protein-coding"
"CYP4X1","260293","1","c(""1p33"", ""1"")","protein-coding"
"CYP4Z1","199974","1","1p33","protein-coding"
"CYP4A22","284541","1","1p33","protein-coding"
"LINC00853","100874253","1","1p33","ncRNA"
"PDZK1IP1","10158","1","1p33","protein-coding"
"TAL1","6886","1","1p33","protein-coding"
"STIL","6491","1","1p33","protein-coding"
"CMPK1","51727","1","1p33","protein-coding"
"LINC01389","102724077","1","1p33","ncRNA"
"FOXE3","2301","1","1p33","protein-coding"
"FOXD2-AS1","84793","1","1p33","ncRNA"
"FOXD2","2306","1","1p33","protein-coding"
"TRABD2B","388630","1","1p33","protein-coding"
"SLC5A9","200010","1","1p33","protein-coding"
"SPATA6","54558","1","1p33","protein-coding"
"BEND5","79656","1","1p33","protein-coding"
"AGBL4-AS1","101929721","1","1p33","ncRNA"
"AGBL4-IT1","100874313","1","1p33","ncRNA"
"AGBL4","84871","1","1p33","protein-coding"
"ELAVL4","1996","1","1p33-p32.3","protein-coding"
"DMRTA2","63950","1","1p32.3","protein-coding"
"FAF1","11124","1","1p32.3","protein-coding"
"CDKN2C","1031","1","1p32.3","protein-coding"
"MIR4421","100616189","1","1p32.3","ncRNA"
"C1orf185","284546","1","1p32.3","protein-coding"
"RNF11","26994","1","1p32.3","protein-coding"
"TTC39A-AS1","102724097","1","1p32.3","ncRNA"
"TTC39A","22996","1","1p32.3","protein-coding"
"EPS15","2060","1","1p32.3","protein-coding"
"OSBPL9","114883","1","1p32.3","protein-coding"
"MIR761","100313892","1","1p32.3","ncRNA"
"NRDC","4898","1","1p32.3","protein-coding"
"RAB3B","5865","1","1p32.3","protein-coding"
"KTI12","112970","1","1p32.3","protein-coding"
"BTF3L4","91408","1","1p32.3","protein-coding"
"TXNDC12","51060","1","1p32.3","protein-coding"
"ZFYVE9","9372","1","1p32.3","protein-coding"
"CC2D1B","200014","1","1p32.3","protein-coding"
"ORC1","4998","1","1p32.3","protein-coding"
"PRPF38A","84950","1","1p32.3","protein-coding"
"TUT4","23318","1","1p32.3","protein-coding"
"GPX7","2882","1","1p32.3","protein-coding"
"SHISAL2A","348378","1","1p32.3","protein-coding"
"COA7","65260","1","1p32.3","protein-coding"
"ZYG11B","79699","1","1p32.3","protein-coding"
"ZYG11A","440590","1","1p32.3","protein-coding"
"ECHDC2","55268","1","1p32.3","protein-coding"
"SCP2","6342","1","1p32.3","protein-coding"
"NULL","100616156","NULL","NULL","NULL"
"NULL","100616145","NULL","NULL","NULL"
"PODN","127435","1","1p32.3","protein-coding"
"SLC1A7","6512","1","1p32.3","protein-coding"
"CPT2","1376","1","1p32.3","protein-coding"
"CZIB","54987","1","1p32.3","protein-coding"
"MAGOH","4116","1","1p32.3","protein-coding"
"MAGOH-DT","100507564","1","1p32.3","ncRNA"
"LRP8","7804","1","1p32.3","protein-coding"
"LRP8-DT","105378732","1","1p32.3","ncRNA"
"DMRTB1","63948","1","1p32.3","protein-coding"
"GLIS1","148979","1","1p32.3","protein-coding"
"NDC1","55706","1","1p32.3","protein-coding"
"YIPF1","54432","1","1p32.3","protein-coding"
"DIO1","1733","1","1p32.3","protein-coding"
"IFT25","51668","1","1p32.3","protein-coding"
"LRRC42","115353","1","1p32.3","protein-coding"
"LDLRAD1","388633","1","1p32.3","protein-coding"
"TMEM59","9528","1","1p32.3","protein-coding"
"MIR4781","100616315","1","1p32.3","ncRNA"
"CDCP2","200008","1","1p32.3","protein-coding"
"MRPL37","51253","1","1p32.3","protein-coding"
"CYB5RL","606495","1","1p32.3","protein-coding"
"SSBP3-AS1","619518","1","1p32.3","ncRNA"
"SSBP3","23648","1","1p32.3","protein-coding"
"ACOT11","26027","1","1p32.3","protein-coding"
"FAM151A","338094","1","NA","protein-coding"
"MROH7","374977","1","1p32.3","protein-coding"
"MROH7-TTC4","100527960","1","1p32.3","ncRNA"
"TTC4","7268","1","1p32.3","protein-coding"
"PARS2","25973","1","1p32.3","protein-coding"
"TTC22","55001","1","1p32.3","protein-coding"
"LEXM","163747","1","1p32.3","protein-coding"
"DHCR24","1718","1","1p32.3","protein-coding"
"TMEM61","199964","1","1p32.3","protein-coding"
"BSND","7809","1","1p32.3","protein-coding"
"PCSK9","255738","1","1p32.3","protein-coding"
"USP24","23358","1","1p32.3","protein-coding"
"MIR4422","100616272","1","1p32.3","ncRNA"
"LOC101929935","101929935","1","1p32.2","ncRNA"
"PRKAA2","5563","1","1p32.2","protein-coding"
"FYB2","199920","1","1p32.2","protein-coding"
"C8A","731","1","1p32.2","protein-coding"
"C8B","732","1","1p32.2","protein-coding"
"DAB1-AS1","101926890","1","1p32.2","ncRNA"
"DAB1","1600","1","1p32.2-p32.1","protein-coding"
"OMA1","115209","1","1p32.2-p32.1","protein-coding"
"TACSTD2","4070","1","1p32.1","protein-coding"
"MYSM1","114803","1","1p32.1","protein-coding"
"JUN","3725","1","1p32.1","protein-coding"
"LINC01135","100131060","1","1p32.1","ncRNA"
"LINC01358","101926925","1","1p32.1","ncRNA"
"HSD52","729467","1","1p32.1","ncRNA"
"FGGY","55277","1","1p32.1","protein-coding"
"MIR4711","100616409","1","1p32.1","ncRNA"
"HOOK1","51361","1","1p32.1","protein-coding"
"CYP2J2","1573","1","1p32.1","protein-coding"
"C1orf87","127795","1","1p32.1","protein-coding"
"NFIA","4774","1","1p31.3","protein-coding"
"LOC101926964","101926964","1","1p32.1-p31.3","ncRNA"
"NFIA-AS2","100996570","1","1p31.3","ncRNA"
"NFIA-AS1","645030","1","1p31.3","ncRNA"
"TM2D1","83941","1","1p31.3","protein-coding"
"PATJ","10207","1","1p31.3","protein-coding"
"MIR3116-1","100422902","1","1p31.3","ncRNA"
"L1TD1","54596","1","1p31.3","protein-coding"
"KANK4","163782","1","1p31.3","protein-coding"
"USP1","7398","1","1p31.3","protein-coding"
"ANGPTL3","27329","1","1p31.3","protein-coding"
"DOCK7","85440","1","1p31.3","protein-coding"
"ATG4C","84938","1","1p31.3","protein-coding"
"LINC00466","199899","1","1p31.3","ncRNA"
"FOXD3","27022","1","1p31.3","protein-coding"
"FOXD3-AS1","100996301","1","1p31.3","ncRNA"
"MIR6068","102464823","1","1p31.3","ncRNA"
"ALG6","29929","1","1p31.3","protein-coding"
"EFCAB7","84455","1","1p31.3","protein-coding"
"DLEU2L","79469","1","1p31.3","ncRNA"
"PGM1","5236","1","1p31.3","protein-coding"
"ITGB3BP","23421","1","1p31.3","protein-coding"
"ROR1","4919","1","1p31.3","protein-coding"
"ROR1-AS1","101927034","1","1p31.3","ncRNA"
"UBE2U","148581","1","1p31.3","protein-coding"
"CACHD1","57685","1","1p31.3","protein-coding"
"MIR4794","100616338","1","1p31.3","ncRNA"
"RAVER2","55225","1","1p31.3","protein-coding"
"JAK1","3716","1","1p31.3","protein-coding"
"LINC01359","101927084","1","1p31.3","ncRNA"
"MIR3671","100500854","1","1p31.3","ncRNA"
"MIR101-1","406893","1","1p31.3","ncRNA"
"AK4","205","1","1p31.3","protein-coding"
"DNAJC6","9829","1","1p31.3","protein-coding"
"LEPROT","54741","1","1p31.3","protein-coding"
"LEPR","3953","1","1p31.3","protein-coding"
"PDE4B","5142","1","1p31.3","protein-coding"
"PDE4B-AS1","101927139","1","1p31.3","ncRNA"
"SGIP1","84251","1","1p31.3","protein-coding"
"MIR3117","100422871","1","1p31.3","ncRNA"
"DYNLT5","200132","1","1p31.3","protein-coding"
"INSL5","10022","1","1p31.3","protein-coding"
"DNAI4","79819","1","1p31.3","protein-coding"
"MIER1","57708","1","1p31.3","protein-coding"
"SLC35D1","23169","1","1p31.3","protein-coding"
"IL23R","149233","1","1p31.3","protein-coding"
"C1orf141","400757","1","1p31.3","protein-coding"
"IL12RB2","3595","1","1p31.3","protein-coding"
"SERBP1","26135","1","1p31.3","protein-coding"
"GADD45A","1647","1","1p31.3","protein-coding"
"GNG12-AS1","100289178","1","1p31.3","ncRNA"
"GNG12","55970","1","1p31.3","protein-coding"
"DIRAS3","9077","1","1p31.3","protein-coding"
"MIR1262","100302279","1","1p31.3","ncRNA"
"WLS","79971","1","1p31.3","protein-coding"
"RPE65","6121","1","1p31.3","protein-coding"
"DEPDC1-AS1","101927220","1","1p31.3-p31.2","ncRNA"
"DEPDC1","55635","1","1p31.3","protein-coding"
"LRRC7","57554","1","1p31.1","protein-coding"
"LRRC40","55631","1","1p31.1","protein-coding"
"SRSF11","9295","1","1p31.1","protein-coding"
"ANKRD13C","81573","1","1p31.1","protein-coding"
"HHLA3","11147","1","1p31.1","ncRNA"
"CTH","1491","1","1p31.1","protein-coding"
"LINC01788","101927244","1","1p31.1","ncRNA"
"PTGER3","5733","1","1p31.1","protein-coding"
"ZRANB2-AS1","100132618","1","1p31.1","ncRNA"
"MIR186","406962","1","1p31.1","ncRNA"
"ZRANB2","9406","1","1p31.1","protein-coding"
"ZRANB2-DT","100852410","1","1p31.1","ncRNA"
"NEGR1-IT1","100852409","1","1p31.1","ncRNA"
"NEGR1","257194","1","1p31.1","protein-coding"
"LINC01360","101927295","1","1p31.1","ncRNA"
"LRRIQ3","127255","1","1p31.1","protein-coding"
"FPGT-TNNI3K","100526835","1","1p31.1","protein-coding"
"TNNI3K","51086","1","1p31.1","protein-coding"
"ERICH3-AS1","101927320","1","1p31.1","ncRNA"
"ERICH3","127254","1","1p31.1","protein-coding"
"TYW3","127253","1","1p31.1","protein-coding"
"CRYZ","1429","1","1p31.1","protein-coding"
"LHX8","431707","1","1p31.1","protein-coding"
"SLC44A5","204962","1","1p31.1","protein-coding"
"ACADM","34","1","1p31.1","protein-coding"
"RABGGTB","5876","1","1p31.1","protein-coding"
"SNORD45C","692085","1","1p31.1","snoRNA"
"SNORD45A","26805","1","1p31.1","snoRNA"
"SNORD45B","26804","1","1p31.1","snoRNA"
"MSH4","4438","1","1p31.1","protein-coding"
"ASB17","127247","1","1p31.1","protein-coding"
"LOC101927342","101927342","1","1p31.1","ncRNA"
"ST6GALNAC3","256435","1","1p31.1","protein-coding"
"ST6GALNAC5","81849","1","1p31.1","protein-coding"
"MIR7156","102466995","1","1p31.1","ncRNA"
"PIGK","10026","1","1p31.1","protein-coding"
"AK5","26289","1","1p31.1","protein-coding"
"ZZZ3","26009","1","1p31.1","protein-coding"
"USP33","23032","1","1p31.1","protein-coding"
"MIGA1","374986","1","1p31.1","protein-coding"
"NEXN","91624","1","1p31.1","protein-coding"
"NEXN-AS1","374987","1","1p31.1","ncRNA"
"FUBP1","8880","1","1p31.1","protein-coding"
"GIPC2","54810","1","1p31.1","protein-coding"
"MGC27382","149047","1","1p31.1","ncRNA"
"PTGFR","5737","1","1p31.1","protein-coding"
"IFI44L","10964","1","1p31.1","protein-coding"
"IFI44","10561","1","1p31.1","protein-coding"
"ADGRL4","64123","1","1p31.1","protein-coding"
"LINC01781","101927412","1","1p31.1","ncRNA"
"ADGRL2","23266","1","1p31.1","protein-coding"
"LOC101927434","101927434","1","1p31.1","ncRNA"
